Order_ID,Order_Date,Order_Time,Customer_ID,Customer_Name,Customer_Email,Customer_Phone,Customer_Age,Customer_Gender,Customer_City,Customer_State,Customer_Country,Customer_Zip,Customer_Segment,Product_Name,Product_Category,SKU,Quantity,Unit_Price_INR,Discount_Percent,Discount_Amount_INR,Tax_Amount_INR,Total_Amount_INR,Payment_Method,Payment_Status,Shipping_Method,Shipping_Cost_INR,Order_Status,Delivery_Date,Days_to_Deliver,Customer_Rating,Customer_Review,Sales_Channel,Referral_Source,First_Time_Customer,Customer_Lifetime_Orders,Marketing_Campaign
ORD-10159,2025-09-05,10:52:15,CUST-5210,Sridevi Agarwal,sridevi.agarwal48@email.com,+91-9566337821,48,Female,Thrissur,Kerala,India,680001,Regular,Growmax Topical Solution + Activator (Derma Roller),Hair Care - Kits,GRW-ACT-KIT,1,1399,10,139.9,188.86,1497.96,COD,Completed,Standard,50,Delivered,2025-09-08,3,4,Satisfied with quality.,Website,Email Campaign,No,13,Advanced Wellness
ORD-10160,2025-09-15,11:26:41,CUST-5192,Gayatri Malhotra,gayatri.malhotra61@email.com,+91-9987869785,46,Female,Visakhapatnam,Andhra Pradesh,India,530001,Premium,REJUV Niacinamide Serum,Skin Care - Serums,RJV-NIA-SER,1,799,5,39.95,113.86,922.91,COD,Completed,Standard,50,Delivered,2025-09-19,4,5,Highly recommend!,Mobile App,Facebook Ads,No,17,Wellness Bundle
ORD-10161,2025-09-21,15:53:50,CUST-5015,Varun Agarwal,varun.agarwal43@email.com,+91-9065549046,26,Male,Visakhapatnam,Andhra Pradesh,India,530001,Regular,Water Softener,Home Care,WTR-SOFT-001,2,1299,0,0.0,389.7,3037.7,COD,Completed,Standard,50,Delivered,2025-09-27,6,4,Happy with purchase.,Website,Email Campaign,No,1,Stress Relief
ORD-10162,2025-09-04,17:10:29,CUST-5262,Divya Pillai,divya.pillai35@email.com,+91-9136488560,29,Female,Mumbai,Maharashtra,India,400001,Regular,Complete Cleansing Kit,Body Care - Kits,CMP-CLN-KIT,1,899,0,0.0,134.85,1083.85,Credit Card,Completed,Standard,50,Delivered,2025-09-12,8,4,Happy with purchase.,Website,Google Ads,No,8,Monsoon Care
ORD-10163,2025-09-07,11:23:17,CUST-5201,Sunil Verma,sunil.verma12@email.com,+91-9768695935,39,Male,Mumbai,Maharashtra,India,400001,Regular,Creatine Monohydrate (150g - Unflavoured),Creatine Supplements,CRE-UNF-150G,2,599,0,0.0,179.7,1477.7,Credit Card,Completed,Express,100,Delivered,2025-09-09,2,5,Outstanding quality!,Website,Email Campaign,No,9,Hair Growth Challenge
ORD-10164,2025-09-08,11:05:01,CUST-5097,Balaji Nair,balaji.nair95@email.com,+91-9568239932,40,Male,Rajkot,Gujarat,India,360001,Regular,Moderate Dandruff Kit,Hair Care - Kits,MDK-001,1,1499,0,0.0,224.85,1823.85,UPI,Completed,Express,100,Delivered,2025-09-16,8,4,Satisfied with quality.,Website,Google Ads,No,20,Magnesium Monday
ORD-10165,2025-09-03,11:25:27,CUST-5342,Radha Nair,radha.nair7@email.com,+91-9373189353,23,Female,Varanasi,Uttar Pradesh,India,221001,Regular,Ashwagandha Gummies for Stress,Gummies & Supplements,ASH-GUM-001,2,899,0,0.0,269.7,2117.7,Credit Card,Completed,Standard,50,Delivered,2025-09-10,7,4,Works well.,Mobile App,Facebook Ads,No,19,Premium Protein
ORD-10166,2025-09-15,17:27:54,CUST-5429,Priya Rao,priya.rao52@email.com,+91-9340746812,37,Female,Gurgaon,Haryana,India,122001,Premium,Multivitamin Gummies (60N) No Sugar,Gummies & Supplements,MLT-GUM-60N,2,799,15,239.7,203.74,1612.04,Credit Card,Completed,Standard,50,Delivered,2025-09-23,8,5,Excellent!,Mobile App,Email Campaign,No,19,Quick Start Pack
ORD-10167,2025-09-04,10:53:33,CUST-5069,Kiran Singh,kiran.singh1@email.com,+91-9241029137,29,Male,Hyderabad,Telangana,India,500001,Regular,Stage 1 Hairfall Kit,Hair Care - Kits,HR-STG1-KIT,2,1999,15,599.7,509.75,4008.05,COD,Completed,Express,100,Delivered,2025-09-07,3,4,Good value for money.,Website,Direct,No,4,Gut Health Focus
ORD-10168,2025-09-07,13:15:48,CUST-5144,Manoj Chatterjee,manoj.chatterjee57@email.com,+91-9526758949,24,Male,Chandigarh,Chandigarh,India,160001,Premium,Anti-Dandruff Shampoo (200 ml),Hair Care - Shampoos,ADS-200ML,1,449,5,22.45,63.98,540.53,Debit Card,Completed,Standard,50,Delivered,2025-09-12,5,5,Outstanding quality!,Website,Instagram,No,19,Summer Fitness
ORD-10169,2025-09-14,09:37:51,CUST-5023,Prakash Sharma,prakash.sharma11@email.com,+91-9114224957,50,Male,Indore,Madhya Pradesh,India,452001,Regular,Beard Activator Kit,Beard Care - Kits,BRD-ACT-001,1,1999,20,399.8,239.88,1939.08,UPI,Completed,Express,100,Delivered,2025-09-22,8,4,Happy with purchase.,Mobile App,Organic Search,Yes,1,Gut Health Focus
ORD-10170,2025-09-20,10:22:11,CUST-5010,Rohan Agarwal,rohan.agarwal82@email.com,+91-9502946709,23,Male,Ludhiana,Punjab,India,141001,Regular,Ashwagandha Gummies for Stress,Gummies & Supplements,ASH-GUM-001,1,899,5,44.95,128.11,1082.16,UPI,Completed,Express,100,Delivered,2025-09-22,2,5,Outstanding quality!,Website,Facebook Ads,Yes,1,Gut Health Focus
ORD-10171,2025-09-13,12:09:53,CUST-5276,Swati Verma,swati.verma80@email.com,+91-9492330260,46,Female,Vijayawada,Andhra Pradesh,India,520001,Premium,Hair Growth Oil (100ml),Hair Care - Oils,HGO-100ML,1,599,5,29.95,85.36,704.41,COD,Completed,Standard,50,Delivered,2025-09-21,8,5,Outstanding quality!,Website,Direct,No,8,Fitness Influencer
ORD-10172,2025-09-10,14:42:10,CUST-5166,Nisha Malhotra,nisha.malhotra52@email.com,+91-9723934920,30,Female,Ahmedabad,Gujarat,India,380001,Premium,Creatine Gummies,Gummies & Supplements,CRE-GUM-001,1,799,10,79.9,107.86,926.97,UPI,Completed,Express,100,Delivered,2025-09-17,7,4,Works well.,Website,Youtube,Yes,1,New Customer Welcome
ORD-10173,2025-09-05,12:39:24,CUST-5153,Jaya Gupta,jaya.gupta63@email.com,+91-9159782892,38,Female,Madurai,Tamil Nadu,India,625001,Regular,Stage 2 Hair Regrowth Kit,Hair Care - Kits,HR-STG2-KIT,1,2499,0,0.0,374.85,2923.85,Credit Card,Completed,Standard,50,Delivered,2025-09-10,5,5,Love it!,Website,Youtube,No,5,New Customer Welcome
ORD-10174,2025-09-27,08:29:39,CUST-5457,Rohan Nair,rohan.nair2@email.com,+91-9144743088,38,Male,Gurgaon,Haryana,India,122001,Regular,Hair Activator+ (Derma Roller),Hair Care - Tools,HA-DR-001,1,599,20,119.8,71.88,651.08,Credit Card,Completed,Express,100,Delivered,2025-10-03,6,4,Satisfied with quality.,Mobile App,Youtube,No,13,Winter Prep
ORD-10175,2025-09-21,10:16:19,CUST-5000,Prakash Kapoor,prakash.kapoor77@email.com,+91-9347601162,43,Male,Coimbatore,Tamil Nadu,India,641001,Regular,Advance Magnesium Care,Body Care,ADV-MAG-001,2,999,10,199.8,269.73,2117.93,Debit Card,Completed,Standard,50,Delivered,2025-09-24,3,5,Best purchase!,Mobile App,Direct,No,19,Health Plus
ORD-10176,2025-09-10,13:06:52,CUST-5054,Suma Rao,suma.rao30@email.com,+91-9183974418,30,Female,Coimbatore,Tamil Nadu,India,641001,Regular,CLEAR Blemish Correction Gel,Skin Care - Treatments,CLR-BLEM-GEL,1,499,10,49.9,67.36,566.47,COD,Completed,Standard,50,Delivered,2025-09-12,2,3,Decent purchase.,Website,Youtube,No,17,Quick Start Pack
ORD-10177,2025-10-02,09:11:00,CUST-5363,Rashmi Iyer,rashmi.iyer40@email.com,+91-9533342228,50,Female,Nashik,Maharashtra,India,422001,Premium,Growmax Topical Solution (60ml),Hair Care - Topicals,GRW-TOP-60ML,2,899,15,269.7,229.24,1807.54,UPI,Pending,Standard,50,Processing,,,,,Website,Google Ads,Yes,1,Hydration Hero
ORD-10178,2025-09-18,09:16:40,CUST-5273,Suma Joshi,suma.joshi1@email.com,+91-9672247212,29,Female,Coimbatore,Tamil Nadu,India,641001,Regular,Biotin Hair Gummies (90N) No Added Sugar,Hair Care - Supplements,BIO-GUM-90N,3,1299,10,389.7,526.1,4133.4,COD,Completed,Express,100,Delivered,2025-09-25,7,5,Best purchase!,Mobile App,Instagram,No,4,Magnesium Monday
ORD-10179,2025-09-27,13:39:47,CUST-5158,Gayatri Chatterjee,gayatri.chatterjee93@email.com,+91-9674053103,29,Female,Surat,Gujarat,India,395001,Premium,TOSTERO 120 Capsules,Performance Supplements,TST-120CAP,1,1999,0,0.0,299.85,2398.85,Credit Card,Completed,Express,100,In Transit,,,,,Mobile App,Organic Search,Yes,1,Advanced Wellness
ORD-10180,2025-09-08,14:18:58,CUST-5112,Manoj Shah,manoj.shah5@email.com,+91-9757780471,29,Male,Indore,Madhya Pradesh,India,452001,Regular,Plant Protein Powder (500 gm),Protein Supplements,PLT-PRO-500,3,1399,0,0.0,629.55,4876.55,COD,Completed,Standard,50,Delivered,2025-09-12,4,4,Happy with purchase.,Mobile App,Email Campaign,No,3,Monsoon Care
ORD-10181,2025-09-03,17:19:04,CUST-5500,Manju Mehta,manju.mehta63@email.com,+91-9769092435,24,Female,Chennai,Tamil Nadu,India,600001,Regular,Beard Development Kit for 22-28,Beard Care - Kits,BRD-DEV-2228,1,2199,15,329.85,280.37,2199.52,Credit Card,Completed,Standard,50,Delivered,2025-09-06,3,3,Decent purchase.,Website,Facebook Ads,Yes,1,Plant Power
ORD-10182,2025-09-23,08:51:34,CUST-5471,Anand Joshi,anand.joshi9@email.com,+91-9067750782,48,Male,Hyderabad,Telangana,India,500001,Regular,Beardmax Growth Serum (30 ml),Beard Care,BRD-SER-30ML,1,799,10,79.9,107.86,926.97,COD,Completed,Express,100,Delivered,2025-09-27,4,5,Excellent!,Website,Google Ads,No,16,Quick Start Pack
ORD-10183,2025-10-02,09:38:17,CUST-5357,Gayatri Gupta,gayatri.gupta2@email.com,+91-9259583454,32,Female,Kochi,Kerala,India,682001,Regular,Immunity Strength Kit,Health Kits,IMM-KIT-001,1,2499,15,374.85,318.62,2492.77,Credit Card,Pending,Standard,50,Processing,,,,,Website,Organic Search,No,15,Clear Skin October
ORD-10184,2025-09-23,09:37:27,CUST-5496,Sridevi Iyer,sridevi.iyer31@email.com,+91-9595212554,49,Female,Coimbatore,Tamil Nadu,India,641001,Regular,Beard Activator Kit for 22-28 + Lifestyle Concern,Beard Care - Kits,BRD-ACT-2228,2,2299,0,0.0,689.7,5387.7,COD,Completed,Express,100,Delivered,2025-09-25,2,5,Excellent!,Website,Facebook Ads,No,11,Clear Skin October
ORD-10185,2025-09-11,14:15:30,CUST-5312,Gayatri Joshi,gayatri.joshi24@email.com,+91-9932030246,26,Female,Coimbatore,Tamil Nadu,India,641001,Regular,Derma Roller for Skin,Tools & Accessories,DR-SKIN-001,1,449,15,67.35,57.25,538.9,Debit Card,Completed,Express,100,Delivered,2025-09-17,6,5,Excellent!,Website,Email Campaign,No,1,Premium Protein
ORD-10186,2025-09-09,08:59:52,CUST-5407,Vikram Singh,vikram.singh53@email.com,+91-9968882208,50,Male,Mysore,Karnataka,India,570001,Premium,Derma Roller with 0.5 mm Replaceable Head,Tools & Accessories,DR-05MM-REP,2,499,10,99.8,134.73,1132.93,Credit Card,Completed,Express,100,Delivered,2025-09-17,8,5,Best purchase!,Website,Organic Search,No,6,Hair Growth Challenge
ORD-10187,2025-09-10,15:13:20,CUST-5308,Ravi Desai,ravi.desai60@email.com,+91-9863527809,49,Male,Ahmedabad,Gujarat,India,380001,Regular,TOSTERO 120 Capsules,Performance Supplements,TST-120CAP,1,1999,10,199.9,269.86,2118.96,Credit Card,Completed,Standard,50,Delivered,2025-09-15,5,4,Happy with purchase.,Mobile App,Youtube,No,10,Sleep Better Campaign
ORD-10188,2025-09-30,09:12:39,CUST-5469,Sunil Reddy,sunil.reddy64@email.com,+91-9056818709,44,Male,Thrissur,Kerala,India,680001,Regular,Clear Skin Pack| 1x Rejuv Face Serum + 1x Derma Roller,Skin Care - Kits,CLR-SKN-PACK,1,1299,0,0.0,194.85,1543.85,UPI,Completed,Standard,50,Delivered,2025-10-03,3,4,Good product!,Website,Organic Search,No,17,Diwali Wellness
ORD-10189,2025-09-09,16:08:18,CUST-5142,Madhavi Pillai,madhavi.pillai27@email.com,+91-9738012894,24,Female,Nagpur,Maharashtra,India,440001,Regular,DHT Blocking Shampoo (300ml),Hair Care - Shampoos,DHT-SHP-300,2,649,10,129.8,175.23,1443.43,UPI,Completed,Express,100,Delivered,2025-09-13,4,5,Outstanding quality!,Website,Youtube,No,11,Fitness Influencer
ORD-10190,2025-09-23,14:39:59,CUST-5483,Ajay Patel,ajay.patel46@email.com,+91-9721541959,34,Male,Lucknow,Uttar Pradesh,India,226001,Premium,Growmax+ Serum (50ml),Hair Care - Topicals,GRWP-SER-50,1,1299,10,129.9,175.36,1444.46,Credit Card,Completed,Express,100,Delivered,2025-09-28,5,4,Happy with purchase.,Mobile App,Email Campaign,No,12,Health Plus
ORD-10191,2025-09-28,09:44:58,CUST-5464,Varun Joshi,varun.joshi16@email.com,+91-9284932082,28,Male,Visakhapatnam,Andhra Pradesh,India,530001,Regular,Clear Skin Pack| 1x Rejuv Face Serum + 1x Derma Roller,Skin Care - Kits,CLR-SKN-PACK,1,1299,0,0.0,194.85,1543.85,Credit Card,Completed,Standard,50,Delivered,2025-10-03,5,4,Good product!,Website,Direct,Yes,1,Beard Goals
ORD-10192,2025-09-06,12:37:38,CUST-5053,Sanjay Gupta,sanjay.gupta71@email.com,+91-9064738847,32,Male,Coimbatore,Tamil Nadu,India,641001,Premium,Derma Roller with 0.5 mm Replaceable Head,Tools & Accessories,DR-05MM-REP,2,499,5,49.9,142.22,1140.32,UPI,Completed,Standard,50,Delivered,2025-09-08,2,3,Okay product.,Mobile App,Organic Search,Yes,1,Clear Skin October
ORD-10193,2025-09-19,14:34:58,CUST-5344,Ravi Verma,ravi.verma28@email.com,+91-9837988100,28,Male,Varanasi,Uttar Pradesh,India,221001,Premium,Complete Cleansing Kit,Body Care - Kits,CMP-CLN-KIT,2,899,5,89.9,256.21,2064.31,Debit Card,Completed,Express,100,Delivered,2025-09-24,5,4,Good value for money.,Mobile App,Instagram,No,13,Performance Max
ORD-10194,2025-09-22,09:07:18,CUST-5152,Kavita Joshi,kavita.joshi3@email.com,+91-9886331925,46,Female,Chennai,Tamil Nadu,India,600001,Regular,Shilajit Gummies (1 Month Pack),Gummies & Supplements,SHI-GUM-30D,1,999,0,0.0,149.85,1248.85,COD,Completed,Express,100,Delivered,2025-09-29,7,4,Satisfied with quality.,Website,Direct,No,18,Bulk Buy September
ORD-10195,2025-09-25,15:45:42,CUST-5387,Krishna Verma,krishna.verma84@email.com,+91-9421676227,46,Male,Mumbai,Maharashtra,India,400001,Premium,Beardmax Growth Serum (30 ml),Beard Care,BRD-SER-30ML,3,799,10,239.7,323.6,2580.9,COD,Completed,Express,100,Delivered,2025-09-27,2,5,Amazing product!,Website,Direct,No,8,Immunity Boost
ORD-10196,2025-09-04,08:46:30,CUST-5022,Jaya Agarwal,jaya.agarwal60@email.com,+91-9004493058,40,Female,Chennai,Tamil Nadu,India,600001,Regular,Muscle Gain Kit - 1 Month Pack,Fitness Kits,MUS-GAN-1M,1,3499,10,349.9,472.36,3721.46,Debit Card,Completed,Express,100,Delivered,2025-09-08,4,5,Amazing product!,Website,Organic Search,No,9,Premium Protein
ORD-10197,2025-09-03,15:09:18,CUST-5397,Vikram Nair,vikram.nair6@email.com,+91-9920331570,24,Male,Pune,Maharashtra,India,411001,Premium,TOSTERO 120 Capsules,Performance Supplements,TST-120CAP,2,1999,15,599.7,509.75,4008.05,Credit Card,Completed,Express,100,Delivered,2025-09-10,7,5,Amazing product!,Mobile App,Google Ads,No,7,Winter Prep
ORD-10198,2025-09-24,17:29:11,CUST-5280,Pooja Sharma,pooja.sharma12@email.com,+91-9458934780,46,Female,Bhopal,Madhya Pradesh,India,462001,Premium,Men's Face Wash for Oily Skin,Skin Care - Cleansers,MFW-OILY,1,349,0,0.0,52.35,451.35,Debit Card,Completed,Standard,50,Delivered,2025-09-28,4,5,Best purchase!,Mobile App,Organic Search,Yes,1,Monsoon Care
ORD-10199,2025-09-23,09:04:20,CUST-5042,Kavita Desai,kavita.desai99@email.com,+91-9743553285,37,Female,Delhi,Delhi,India,110001,Premium,Advance Magnesium Care,Body Care,ADV-MAG-001,2,999,10,199.8,269.73,2117.93,Credit Card,Completed,Standard,50,Delivered,2025-09-27,4,3,Okay product.,Mobile App,Google Ads,No,17,Hair Growth Challenge
ORD-10200,2025-09-03,08:56:41,CUST-5498,Madhavi Agarwal,madhavi.agarwal9@email.com,+91-9636193980,27,Female,Patna,Bihar,India,800001,Regular,Beard Development Kit for 22-28,Beard Care - Kits,BRD-DEV-2228,2,2199,10,439.8,593.73,4601.93,COD,Completed,Standard,50,Delivered,2025-09-08,5,5,Highly recommend!,Website,Email Campaign,No,16,Bulk Buy September
ORD-10201,2025-09-26,16:37:39,CUST-5180,Vani Sharma,vani.sharma71@email.com,+91-9662507059,42,Female,Nashik,Maharashtra,India,422001,Regular,Whey Protein 1 Kg,Protein Supplements,WHY-1KG-001,3,2499,15,1124.55,955.87,7378.32,COD,Completed,Standard,50,Delivered,2025-09-28,2,5,Outstanding quality!,Mobile App,Instagram,No,13,Advanced Wellness
ORD-10202,2025-09-24,09:13:39,CUST-5175,Harish Kapoor,harish.kapoor4@email.com,+91-9019002348,42,Male,Vijayawada,Andhra Pradesh,India,520001,Regular,Stage 1 Hairfall Kit,Hair Care - Kits,HR-STG1-KIT,1,1999,10,199.9,269.86,2168.96,Credit Card,Completed,Express,100,Delivered,2025-10-02,8,5,Highly recommend!,Mobile App,Direct,No,15,Quick Start Pack
ORD-10203,2025-09-24,08:03:17,CUST-5217,Vinod Joshi,vinod.joshi40@email.com,+91-9176662953,38,Male,Patna,Bihar,India,800001,Regular,Moderate Dandruff Kit,Hair Care - Kits,MDK-001,1,1499,10,149.9,202.36,1651.46,COD,Completed,Express,100,Delivered,2025-09-26,2,4,Satisfied with quality.,Website,Youtube,Yes,1,Premium Protein
ORD-10204,2025-09-19,15:05:13,CUST-5053,Madhavi Nair,madhavi.nair73@email.com,+91-9238784558,28,Female,Pune,Maharashtra,India,411001,Regular,Creatine Gummies,Gummies & Supplements,CRE-GUM-001,1,799,0,0.0,119.85,968.85,Debit Card,Completed,Standard,50,Delivered,2025-09-21,2,5,Outstanding quality!,Mobile App,Facebook Ads,No,4,Fitness Influencer
ORD-10205,2025-09-20,10:13:43,CUST-5254,Varun Patel,varun.patel74@email.com,+91-9511888945,41,Male,Madurai,Tamil Nadu,India,625001,Regular,Water Softener,Home Care,WTR-SOFT-001,1,1299,5,64.95,185.11,1469.16,UPI,Completed,Standard,50,Delivered,2025-09-24,4,4,Happy with purchase.,Website,Google Ads,Yes,1,Fitness September
ORD-10206,2025-09-26,13:00:56,CUST-5309,Amit Sharma,amit.sharma59@email.com,+91-9196366102,44,Male,Pune,Maharashtra,India,411001,Regular,Complete Endurance Kit| 1x Endure Spray + 1x Tostero Capsules,Performance Kits,END-KIT-COMP,1,1899,15,284.85,242.12,1956.27,Debit Card,Completed,Express,100,Delivered,2025-10-03,7,4,Good product!,Website,Direct,Yes,1,Hydration Hero
ORD-10207,2025-09-05,08:29:42,CUST-5382,Manju Singh,manju.singh10@email.com,+91-9055162294,40,Female,Jaipur,Rajasthan,India,302001,Regular,Micronised Creatine Monohydrate (125g - Mixed Fruit Flavour),Creatine Supplements,CRE-MIC-125G,3,699,10,209.7,283.09,2220.39,Credit Card,Completed,Standard,50,Delivered,2025-09-11,6,5,Outstanding quality!,Website,Facebook Ads,No,19,Performance Max
ORD-10208,2025-09-08,09:20:50,CUST-5331,Amit Menon,amit.menon1@email.com,+91-9557858660,47,Male,Vijayawada,Andhra Pradesh,India,520001,Regular,1 MM Dermaroller for Hair,Hair Care - Tools,DR-HAIR-1MM,1,499,5,24.95,71.11,595.16,UPI,Completed,Standard,50,Delivered,2025-09-12,4,5,Amazing product!,Mobile App,Facebook Ads,No,19,Fitness Influencer
ORD-10209,2025-09-03,12:27:52,CUST-5294,Suma Rao,suma.rao44@email.com,+91-9224987702,34,Female,Coimbatore,Tamil Nadu,India,641001,Regular,Beard Activator Kit,Beard Care - Kits,BRD-ACT-001,1,1999,0,0.0,299.85,2348.85,COD,Completed,Standard,50,Delivered,2025-09-10,7,4,Satisfied with quality.,Mobile App,Organic Search,No,6,Immunity Boost
ORD-10210,2025-09-24,08:45:14,CUST-5093,Ashok Mehta,ashok.mehta59@email.com,+91-9946549056,49,Male,Bhopal,Madhya Pradesh,India,462001,Regular,Multivitamin Gummies (60N) No Sugar,Gummies & Supplements,MLT-GUM-60N,1,799,0,0.0,119.85,1018.85,UPI,Completed,Express,100,Delivered,2025-09-30,6,4,Happy with purchase.,Website,Facebook Ads,No,11,Health Plus
ORD-10211,2025-09-04,17:41:35,CUST-5278,Sarala Sharma,sarala.sharma9@email.com,+91-9320430780,24,Female,Rajkot,Gujarat,India,360001,Regular,Face & Body Cleansing Kit,Body Care - Kits,FB-CLN-KIT,2,799,10,159.8,215.73,1753.93,COD,Completed,Express,100,Delivered,2025-09-06,2,5,Highly recommend!,Website,Organic Search,No,10,Bulk Buy September
ORD-10212,2025-09-23,08:43:12,CUST-5340,Shobha Desai,shobha.desai52@email.com,+91-9670886892,49,Female,Indore,Madhya Pradesh,India,452001,Regular,Beard Activator Kit for 22-28 + Lifestyle Concern,Beard Care - Kits,BRD-ACT-2228,1,2299,15,344.85,293.12,2347.27,Credit Card,Completed,Express,100,Delivered,2025-09-29,6,4,Good product!,Website,Direct,No,8,Beard Goals
ORD-10213,2025-09-30,14:09:33,CUST-5119,Vikram Agarwal,vikram.agarwal80@email.com,+91-9457618298,40,Male,Gurgaon,Haryana,India,122001,Premium,Derma Roller with 0.5 mm Replaceable Head,Tools & Accessories,DR-05MM-REP,1,499,5,24.95,71.11,595.16,UPI,Completed,Standard,50,Delivered,2025-10-03,3,4,Works well.,Mobile App,Google Ads,Yes,1,Magnesium Monday
ORD-10214,2025-09-09,11:40:59,CUST-5284,Priya Kapoor,priya.kapoor76@email.com,+91-9341313350,32,Female,Surat,Gujarat,India,395001,Premium,0.5 mm Dermaroller for Hair,Hair Care - Tools,DR-HAIR-05MM,1,449,15,67.35,57.25,488.9,Debit Card,Completed,Standard,50,Delivered,2025-09-15,6,4,Good product!,Website,Direct,No,9,Stress Relief
ORD-10215,2025-09-15,09:10:57,CUST-5315,Sarala Desai,sarala.desai2@email.com,+91-9363946592,47,Female,Jaipur,Rajasthan,India,302001,Regular,HydraBoost Pack of 15,Hydration Supplements,HYD-BST-15PK,2,899,10,179.8,242.73,1960.93,Debit Card,Completed,Express,100,Delivered,2025-09-20,5,4,Good product!,Mobile App,Organic Search,No,10,Summer Fitness
ORD-10216,2025-09-04,13:23:47,CUST-5155,Ganesh Rao,ganesh.rao28@email.com,+91-9000322284,47,Male,Thrissur,Kerala,India,680001,Regular,Whey Protein Powder 500 gm,Protein Supplements,WHY-500GM,1,1499,0,0.0,224.85,1823.85,Credit Card,Completed,Express,100,Delivered,2025-09-07,3,5,Best purchase!,Website,Direct,Yes,1,Fitness Influencer
ORD-10217,2025-09-05,10:17:40,CUST-5205,Balaji Gupta,balaji.gupta97@email.com,+91-9162175125,42,Male,Thrissur,Kerala,India,680001,Regular,Shilajit Gummies (1 Month Pack),Gummies & Supplements,SHI-GUM-30D,1,999,10,99.9,134.87,1133.97,Credit Card,Completed,Express,100,Delivered,2025-09-13,8,4,Good value for money.,Website,Email Campaign,No,20,Summer Fitness
ORD-10218,2025-09-07,11:25:59,CUST-5455,Gayatri Mehta,gayatri.mehta63@email.com,+91-9698369063,30,Female,Patna,Bihar,India,800001,Regular,10% Magnesium Body Lotion - 200 ml,Body Care,MAG-LOT-200ML,1,649,5,32.45,92.48,759.03,UPI,Completed,Standard,50,Delivered,2025-09-12,5,5,Amazing product!,Mobile App,Email Campaign,No,3,Magnesium Monday
ORD-10219,2025-09-18,08:59:50,CUST-5153,Rajesh Rao,rajesh.rao35@email.com,+91-9187968610,43,Male,Visakhapatnam,Andhra Pradesh,India,530001,Regular,Daily Hygiene Kit,Body Care - Kits,DLY-HYG-KIT,1,699,5,34.95,99.61,863.66,UPI,Completed,Express,100,Delivered,2025-09-25,7,4,Happy with purchase.,Website,Youtube,No,14,New Customer Welcome
ORD-10220,2025-09-04,11:19:58,CUST-5462,Nisha Verma,nisha.verma79@email.com,+91-9502133783,34,Female,Nashik,Maharashtra,India,422001,Regular,Charcoal Body Wash (250 ml),Body Care - Cleansers,CHR-BW-250ML,1,299,5,14.95,42.61,426.66,COD,Completed,Express,100,Delivered,2025-09-08,4,3,Good but not great.,Mobile App,Google Ads,No,4,Stress Relief
ORD-10221,2025-09-20,11:00:24,CUST-5383,Deepak Gupta,deepak.gupta29@email.com,+91-9107185798,37,Male,Vijayawada,Andhra Pradesh,India,520001,Premium,Stage 3 Hair Regrowth Kit,Hair Care - Kits,HR-STG3-KIT,2,2999,15,899.7,764.75,5963.05,UPI,Completed,Express,100,Delivered,2025-09-23,3,5,Love it!,Website,Direct,Yes,1,New Customer Welcome
ORD-10222,2025-09-09,13:48:35,CUST-5386,Harish Joshi,harish.joshi72@email.com,+91-9571322732,37,Male,Delhi,Delhi,India,110001,Regular,Super Blend (Pack of 15),Nutrition Blends,SBL-PK15-001,1,1799,5,89.95,256.36,2065.41,UPI,Completed,Express,100,Delivered,2025-09-14,5,4,Good value for money.,Mobile App,Youtube,No,3,Summer Fitness
ORD-10223,2025-09-04,17:19:27,CUST-5400,Sneha Nair,sneha.nair61@email.com,+91-9932902576,41,Female,Ludhiana,Punjab,India,141001,Premium,Beard Development Kit for 22-28,Beard Care - Kits,BRD-DEV-2228,1,2199,0,0.0,329.85,2578.85,COD,Completed,Standard,50,Delivered,2025-09-09,5,4,Works well.,Website,Organic Search,No,1,Magnesium Monday
ORD-10224,2025-09-05,16:47:54,CUST-5349,Ramesh Rao,ramesh.rao36@email.com,+91-9527051364,38,Male,Mysore,Karnataka,India,570001,Regular,Beard Growth Kit + Lifestyle Concern,Beard Care - Kits,BRD-GRW-LC,1,2099,5,104.95,299.11,2393.16,Debit Card,Completed,Express,100,Delivered,2025-09-07,2,4,Good product!,Mobile App,Youtube,No,7,Health Plus
ORD-10225,2025-10-03,15:20:42,CUST-5488,Prakash Shah,prakash.shah20@email.com,+91-9227718113,50,Male,Kolkata,West Bengal,India,700001,Regular,Biotin Hair Gummies (30N) No Added Sugar,Hair Care - Supplements,BIO-GUM-30N,1,599,10,59.9,80.86,719.97,Debit Card,Pending,Express,100,Processing,,,,,Mobile App,Google Ads,No,15,Magnesium Monday
ORD-10226,2025-09-12,14:33:34,CUST-5234,Jaya Sharma,jaya.sharma69@email.com,+91-9941487273,39,Female,Indore,Madhya Pradesh,India,452001,Regular,Charcoal Body Wash (750 ml),Body Care - Cleansers,CHR-BW-750ML,1,599,0,0.0,89.85,788.85,UPI,Completed,Express,100,Delivered,2025-09-15,3,5,Excellent!,Mobile App,Direct,No,10,Stress Relief
